Geneid,Cal27_K36me2_WT_2,Cal27_K36me2_WT_1,Cal27_K36me2_NSD1KO_1,Cal27_K36me2_NSD1KO_2
DCUN1D2,557,684,552,939
TMCO3,721,756,801,1115
EEF1AKMT1,913,867,480,457
LATS2,1927,2244,1468,1944
SAP18,101,182,104,130
FAM124A,176,510,263,85
FREM2,6482,7872,731,417
FOXO1,3422,2885,642,1331
TEX30,184,246,174,261
CCDC122,1307,2000,877,1550
SERP2,534,692,73,45
SACS,1487,2137,1165,906
PABPC3,28,55,10,4
CENPJ,919,1234,833,895
POU4F1,42,38,17,28
OBI1,983,1343,442,1496
CYSLTR2,975,1173,239,69
ARL11,66,93,36,6
USP12,3257,4512,2351,3349
PAN3,4104,5907,3254,4515
GPR180,608,975,361,1016
FARP1,839,1136,375,404
ING1,159,241,130,239
TEX29,57,71,50,25
SPACA7,170,158,187,87
ADPRHL1,328,284,172,162
SLITRK5,738,1086,92,289
SUGT1,1009,1393,1195,1411
GJB2,37,118,27,68
CRYL1,3508,3739,1887,1621
SKA3,465,578,402,480
MICU2,3190,3829,2297,3054
CDX2,25,21,12,9
AMER2,28,46,17,7
KBTBD6,122,172,90,129
OXGR1,104,115,17,16
ERICH6B,385,609,189,120
UPF3A,305,329,274,464
GPR183,0,0,0,0
GSX1,2,2,6,0
IL17D,101,107,44,26
NAA16,1835,2411,1411,1988
NBEA,27742,38358,5114,7665
MRPL57,49,43,23,30
LRRC63,1856,2398,266,99
CBY2,144,135,39,22
SLC25A30,559,522,392,647
LIG4,225,259,181,260
PCCA,13198,16353,8804,17276
TEX26,216,231,142,41
CCDC168,395,549,106,70
SLITRK1,72,57,5,5
KCTD12,158,234,171,293
GPC5,28676,43911,2747,2043
LACC1,105,169,67,146
FAM216B,251,324,41,14
CSNK1A1L,46,49,7,5
KCTD4,0,0,0,0
SERTM1,261,508,89,13
MAB21L1,0,0,0,0
SHISA2,129,165,20,5
ZDHHC20,2312,2936,1557,2119
DAOA,819,1027,86,44
SPATA13,0,0,0,0
SOX1,64,55,15,34
GAS6,514,495,351,731
GPC6,21379,34153,2369,1664
URAD,18,24,20,13
LHFPL6,8528,11155,6080,8872
PCDH9,36306,51068,7434,3675
TMEM255B,309,295,200,215
SLITRK6,521,838,132,689
HS6ST3,14543,17661,1347,1044
LAMP1,327,344,244,461
IRS2,733,968,461,898
GRK1,49,36,47,19
RASA3,1972,2084,1206,1566
ATP4B,18,29,19,13
DLEU7,4482,5037,865,1183
POLR1D,1904,2814,1181,1678
COL4A1,3844,4485,2752,5014
B3GLCT,2956,3038,1358,1301
COMMD6,232,410,312,398
GTF2F2,4393,7107,3244,8110
NHLRC3,268,429,241,223
ZAR1L,176,173,32,16
HMGB1,2733,3040,575,472
MPHOSPH8,614,748,475,573
NEK5,567,734,294,100
ENSG00000197991,462,677,67,13
TUBA3C,14,9,19,4
TFDP1,530,575,734,916
ITGBL1,9005,13166,2887,7353
KCNRG,59,74,45,73
CHAMP1,195,308,215,376
NALF1,2839,4691,2494,849
MZT1,421,698,544,721
PRR20B,0,0,0,0
PRR20A,0,0,0,0
TRIM13,229,377,220,443
C1QTNF9B,51,33,15,7
NAXD,336,457,256,574
SIAH3,878,1044,196,87
C13orf42,176,277,117,50
PRR20D,0,0,0,0
PRR20C,2,0,0,0
PRR20E,0,0,0,0
UBE2L5,184,170,23,10
ENSG00000237378,22,2,3,0
C1QTNF9,19,11,1,4
CCDC169,0,0,0,0
N4BP2L2,2659,3018,1773,2372
CCDC169-SOHLH2,183,227,17,5
METTL21EP,485,543,284,520
SERPINE3,313,316,316,330
ALG11,267,279,289,358
UTP14C,0,0,0,0
BIVM-ERCC5,70,53,57,93
ENSG00000273167,0,1,0,0
DACH1,16927,22786,5495,4477
PCDH20,6,6,2,0
TMEM272,0,0,0,0
ENSG00000281883,3076,3702,471,348
C13orf46,113,154,68,64
ENSG00000283208,487,448,170,118
CFAP97D2,265,286,122,47
ENSG00000285444,95,97,57,22
ENSG00000285566,13,5,0,0
ENSG00000288716,0,0,0,0
MAP3K9,1285,2190,1417,2645
POMT2,777,834,677,1035
BTBD7,2599,3547,1928,4035
UBR7,265,232,180,303
MAP4K5,3400,4982,2418,3830
ANGEL1,410,437,395,681
CCDC88C,2684,2937,1215,2333
MNAT1,8293,11337,5532,7788
SAMD4A,6053,8085,4536,6292
NRXN3,3459,4160,5469,2041
ZNF839,383,360,264,419
SNAPC1,476,649,394,830
PRKCH,6478,8762,4385,9362
SLC39A9,1575,1863,1186,2435
ARID4A,1675,2183,1100,1604
FUT8,11881,16673,6425,15253
CYP46A1,119,101,111,50
TDP1,1556,1636,1619,2444
SPATA7,1183,1318,1021,1942
JKAMP,352,609,305,410
FOXN3,6308,10303,2783,2914
AP5M1,692,968,546,674
SYNE2,6707,8390,3334,8723
PLEKHH1,973,962,319,503
GALC,154,414,242,86
ADCK1,1759,1495,715,651
ATXN3,996,976,674,1366
GOLGA5,594,880,506,1146
EML1,1154,1081,498,269
KIF26A,41,50,84,33
ATG2B,2417,2682,1561,3317
SPTB,998,1385,356,194
TMEM260,1468,2012,1258,1655
EXOC5,1637,2479,1292,1747
PTPN21,1882,2074,1637,2790
VASH1,82,58,51,44
SEL1L,1057,1416,851,1860
RDH11,94,108,66,108
ACTN1,1316,1842,1497,2408
ZFYVE26,823,982,722,1234
PALS1,2579,3625,1908,3982
FERMT2,2863,3751,2100,2923
MARK3,2276,3188,1743,3763
PPP2R5C,3129,3379,2386,4254
PSEN1,1519,1856,1037,2369
MOK,2165,2520,1419,3180
HSP90AA1,1070,1005,447,790
EXD2,1313,1370,884,1615
ARG2,570,693,363,664
L2HGDH,2152,2249,1467,1884
TXNDC16,4176,5121,2242,3042
RTRAF,216,425,201,282
NID2,640,928,165,86
PPP1R13B,2552,2526,1789,3072
OTUB2,327,295,98,130
DDX24,680,974,375,958
ZBTB25,694,836,504,978
RCOR1,3594,4019,2429,4943
GPATCH2L,1177,1552,989,1945
PAPOLA,1360,2067,1140,2466
CCNK,414,483,339,655
CMA1,0,6,6,3
PSME1,13,22,15,18
PPP2R3C,825,848,570,707
HAUS4,0,0,1,0
JPH4,72,95,14,11
MYH7,34,34,41,16
CEBPE,13,32,3,2
SLC7A8,595,498,402,188
OSGEP,159,185,96,79
SLC22A17,8,10,10,1
RNF31,0,1,0,0
SCFD1,2559,3661,1962,2866
G2E3,1639,2560,1428,1911
HECTD1,1453,1997,1046,1667
HNRNPC,539,1108,573,1040
RPGRIP1,596,657,202,95
SUPT16H,349,549,355,441
TOX4,211,252,146,213
GEMIN2,308,360,235,302
TGM1,153,125,185,132
TINF2,26,34,7,19
CEP170B,233,278,287,307
KCNK10,235,389,436,179
ABHD4,208,238,91,202
KHNYN,86,89,75,86
FKBP3,290,421,255,318
SDR39U1,1,4,3,0
CTSG,9,4,8,5
GZMH,6,5,7,2
GZMB,6,6,2,1
RBM23,373,365,239,262
PRMT5,56,62,80,97
COCH,308,348,145,140
AP4S1,2307,2653,1087,1476
POLE2,1003,1116,904,858
VCPKMT,81,151,83,132
SOS2,3321,3968,2212,3299
CDKL1,1824,2138,1030,1351
NIN,2422,3309,1887,2640
PYGL,737,1036,447,646
TRIM9,3893,4539,1467,3022
PSMC6,237,369,212,273
GNPNAT1,334,532,311,441
DDHD1,3851,4487,1811,2674
CDKN3,422,552,443,428
CNIH1,397,631,347,503
CGRRF1,956,1065,630,834
ATP6V1D,408,495,270,523
CCDC198,545,807,76,16
PLEK2,469,497,372,611
PIGH,216,249,133,271
LRRC74A,96,125,94,53
PSMA3,272,450,235,389
VTI1B,96,128,70,149
TIMM9,272,349,277,323
GSTZ1,101,105,95,67
KIAA0586,3419,4330,2503,3071
TMED8,1000,1117,748,1355
SAMD15,203,199,73,62
AHSA1,69,81,70,111
DAAM1,5737,7813,3524,5823
ISM2,140,111,41,17
SPTLC2,2699,3065,1978,3849
RIN3,3639,4227,2483,4810
LGMN,907,738,613,1012
ALKBH1,629,679,542,835
SNW1,0,0,0,0
CHGA,45,32,23,20
ITPK1,3340,2222,2224,3597
DHRS7,43,29,4,1
PPM1A,1635,2554,1186,1778
SIX4,215,295,232,248
GALNT16,529,576,264,158
ASB2,1050,1241,100,183
CEP128,16790,24404,11044,23420
ERH,197,336,208,402
HIF1A,496,1359,623,1785
SUSD6,2562,3942,1818,4015
SRSF5,775,1002,136,119
SLC10A1,297,243,173,148
EIF5,43,91,45,85
SERPINA4,0,0,0,0
SLC8A3,334,507,386,194
DICER1,1511,2419,1282,2663
ZFYVE21,208,183,165,296
MTHFD1,931,1179,878,1394
TCL1A,6,7,10,4
ZC3H14,562,836,579,1008
PCNX1,5616,7782,4358,8795
BDKRB1,112,141,58,125
GSKIP,570,788,484,1003
VRK1,2797,4186,2794,5203
PSMC1,113,141,92,183
PAPLN,463,463,368,561
RPS6KA5,7364,9050,4524,10145
PPP4R3A,773,1202,625,1429
C14orf93,467,457,279,349
PSMB5,76,101,69,95
YY1,879,1146,708,1456
ACIN1,305,470,270,493
CCNB1IP1,537,840,637,365
TRIP11,1564,2128,1089,2402
APEX1,25,49,24,16
PABPN1,0,0,0,0
EFS,36,32,43,19
ARHGAP5,2081,3296,1553,2488
CINP,205,177,152,270
DHRS2,66,71,23,7
SRP54,979,1353,730,1039
CPNE6,18,17,8,11
CHD8,838,1034,747,1021
PCK2,0,0,0,0
PRORP,0,0,0,0
DCAF11,56,60,52,72
PSMA6,0,0,0,1
NFKBIA,4,12,5,7
EMC9,10,33,10,24
PSME2,24,52,20,53
BRMS1L,1285,1494,867,1132
REC8,32,59,32,47
TM9SF1,0,0,0,0
SEC23A,1482,1822,1136,1488
GMPR2,63,89,63,88
PNN,42,86,54,80
RABGGTA,34,55,36,65
NFATC4,34,33,18,16
YLPM1,1439,1938,1248,2415
DCAF4,534,538,471,713
PROX2,127,129,89,61
VSX2,155,146,48,43
FCF1,437,386,315,505
PGF,218,212,63,53
IFI27L2,20,42,20,31
BBOF1,535,522,145,105
NEK9,681,783,526,934
ACYP1,395,478,270,522
IFT43,1762,1920,1636,2785
NPC2,341,329,221,390
DNAL1,1678,1816,1114,2056
IRF2BPL,22,40,15,51
ACOT2,97,80,31,57
LTBP2,1992,2245,924,1404
AREL1,949,1140,750,1599
MLH3,686,842,564,984
TTLL5,7509,8997,6088,10764
FLVCR2,548,938,297,133
ABCD4,159,197,168,242
DLST,230,320,201,405
PPP4R4,2911,4545,2402,5271
TGFB3,311,304,125,201
ZC2HC1C,177,166,46,45
SLIRP,83,146,81,180
RBM25,749,1165,752,1612
ALDH6A1,293,294,230,250
GPR68,433,570,95,319
ESRRB,391,436,493,240
EIF2B2,119,140,92,191
NRDE2,980,1092,796,1367
COQ6,136,118,73,117
ZNF410,0,0,0,0
DMAC2L,286,413,162,181
BMP4,55,56,33,37
PTGER2,362,549,42,27
MAX,585,735,456,1021
CHURC1-FNTB,83,110,68,54
KLC1,118,163,132,181
XRCC3,8,18,2,12
PCNX4,1106,1765,1034,1405
ATG14,1039,1155,717,971
KTN1,2095,3829,1726,2655
SIX1,161,206,76,133
RHOJ,181,268,258,122
DLGAP5,821,1022,944,958
L3HYPDH,154,317,164,241
HSPA2,187,230,93,195
ZBTB1,790,1052,514,1093
TRMT5,174,235,154,234
SGPP1,1320,1715,927,1777
PLEKHG3,596,985,416,986
BCL11B,167,224,515,567
NGDN,310,301,445,353
RIPK3,4,7,5,8
ADCY4,36,47,28,21
RAB2B,295,256,221,225
BCL2L2,38,59,19,9
AJUBA,0,0,2,0
DTD2,0,0,0,0
PARP2,246,332,247,132
HEATR5A,3051,3625,2240,2795
FOXA1,77,120,80,45
SNX6,776,854,619,867
EAPP,268,280,153,215
EGLN3,579,1131,486,814
MIS18BP1,1094,1549,914,1174
NRL,303,269,63,44
RNASE1,7,11,5,2
NEDD8,0,0,0,0
DAD1,438,518,377,478
TEP1,1107,1158,828,514
TRAF3,3030,3568,2304,4336
LRRC9,4498,5090,563,223
ACTR10,798,958,506,731
ABHD12B,0,0,0,0
GCH1,1669,1748,889,1134
LGALS3,247,359,190,282
ERG28,0,0,0,0
GSC,4,0,5,0
DGLUCY,1789,1995,1162,2366
UNC79,5583,9318,1210,635
NUMB,5297,6330,3639,7448
CATSPERB,2805,2431,514,256
VRTN,38,30,20,22
COX16,22,17,13,15
TTC9,818,884,325,376
MED6,283,361,250,474
EIF2S1,273,479,294,586
ADAM20,203,263,253,486
CIDEB,0,0,0,0
TTC5,603,713,533,322
NKX2-8,21,26,2,3
NKX2-1,0,0,0,0
ZFHX2,91,65,86,22
TTC6,6312,7312,835,266
SSTR1,10,13,18,4
CDH24,110,92,122,88
REM2,40,35,8,4
CBLN3,26,23,4,3
TSSK4,0,0,0,0
NOVA1,2933,3755,645,147
FITM1,16,8,1,3
MDGA2,26856,36371,3847,1040
TMX1,304,573,261,458
FRMD6,6642,9083,3504,7156
PELI2,1473,1776,704,195
RTN1,7069,7955,947,286
ARMH4,3542,5520,465,160
SYT16,7705,9957,3058,5728
SLC38A6,3229,4255,2123,3064
NAA30,579,992,459,650
ADAM21,229,275,118,99
RDH12,505,545,115,68
DCAF5,2374,3273,1665,3859
RAB15,0,0,0,0
WDR89,1256,1382,906,1699
ESR2,2115,1991,476,431
KCNH5,2079,1242,1478,532
STON2,5417,6838,3080,7613
EFCAB11,3331,3993,2395,3414
GPR65,14,47,37,9
PTGR2,0,1,0,0
JDP2,678,800,488,1015
AK7,497,497,285,150
FAM181A,72,42,25,14
SLC24A4,2698,3485,492,420
FBLN5,715,426,213,134
SERPINA10,160,185,120,175
CLBA1,74,69,87,120
WARS1,259,498,363,653
SLC25A47,16,16,16,8
WDR20,1948,2283,1496,2867
AKT1,186,180,250,318
MIA2,3754,4971,2139,3006
AKAP6,16486,20424,2747,867
NPAS3,26160,34104,3354,1206
FAM177A1,743,829,523,663
MBIP,471,749,349,472
MIPOL1,12476,14109,6835,8271
NUBPL,9338,10488,5383,7524
VIPAS39,492,485,306,602
SAV1,667,877,639,1000
SLC35F4,8036,12259,944,261
CCDC175,1578,1692,251,96
KCNK13,290,438,345,171
LYSET,0,0,0,0
PPP2R5E,4802,6313,3567,7251
OR4K1,35,29,43,4
OXA1L,62,64,50,74
SLC7A7,557,493,122,54
MIDEAS,1312,1615,869,1664
FAM161B,299,224,218,276
BATF,213,447,67,26
ANKRD9,53,42,45,60
ATP5MJ,137,134,111,166
TDRD9,813,1066,343,199
MMP14,70,90,71,100
DHRS4,213,79,70,88
DHRS1,106,111,96,130
FBXO33,1044,1327,619,864
LRFN5,10707,14107,1661,832
SPTSSA,609,936,555,670
TSHR,723,1120,632,309
CFL2,115,185,105,145
GTF2A1,1017,1329,774,1705
RPL10L,41,39,4,0
LRR1,242,308,235,247
RPL36AL,16,46,12,25
DNAAF2,191,230,123,170
KLHDC2,176,222,129,141
EML5,5372,6541,2583,3368
NEMF,937,1089,705,964
ARF6,41,87,44,66
TTC8,1763,2482,1371,2578
TMEM63C,65,65,143,36
NGB,62,69,10,13
NOXRED1,395,404,153,156
OTX2,17,45,59,12
DACT1,192,320,44,25
OR4K2,44,50,66,8
PIP4P1,56,90,51,23
METTL17,137,164,110,69
SLC39A2,39,55,18,4
NDRG2,1848,2332,337,140
RNASE7,0,0,0,0
ARHGEF40,264,264,339,159
ZNF219,65,92,53,51
PPP1R36,992,944,121,107
METTL3,171,176,156,196
SALL2,35,37,38,17
ZFYVE1,1035,1111,731,1456
ISCA2,44,81,59,68
TTC7B,6617,7124,1717,1930
TC2N,2203,2576,1402,2909
CPSF2,711,1006,659,1207
MOAP1,48,43,30,54
IFI27L1,508,636,398,656
IFI27,42,93,47,122
SERPINA12,72,129,79,35
CLMN,3294,3947,556,2452
IL25,4,22,9,3
CMTM5,0,4,2,5
AMN,34,40,18,24
CKB,5,8,8,10
TRMT61A,68,68,54,68
BAG5,60,169,51,104
ASPG,68,54,91,55
PLD4,30,28,12,5
MAPK1IP1L,264,467,245,353
PTGDR,51,95,28,3
MGAT2,28,79,26,58
INSM2,13,11,8,7
DEGS2,86,57,25,16
BDKRB2,0,2,0,0
STXBP6,494,529,892,248
OR10G3,18,15,38,15
OR5AU1,30,35,25,14
RNASE2,5,9,10,1
RNASE3,0,8,2,0
RNASE6,0,8,7,2
OR4K14,29,36,44,5
OR4K15,0,2,12,0
SERPINA9,98,164,31,10
SERPINA6,522,732,73,56
GON7,0,0,0,0
FOS,29,52,26,47
TMED10,968,1166,757,1552
RIOX1,0,0,0,0
CDCA4,183,205,165,293
GPHN,23280,29294,14928,31121
MRPL52,94,73,55,67
GARIN2,944,1157,150,153
RNASE8,0,0,0,0
RNASE11,4,5,8,1
RALGAPA1,8701,10912,5950,8359
CCDC197,428,370,51,35
PRIMA1,157,197,166,72
PLEKHD1,138,196,129,69
GPX2,0,0,0,0
FOXG1,77,68,14,2
OR11H4,33,26,23,4
OR11H6,8,5,7,0
OR4K17,41,51,80,15
OR4L1,0,3,7,0
OR4K13,30,25,48,7
OR4K5,2,3,6,3
OR4K3,4,1,5,1
OR4N2,131,78,144,12
OR4M1,37,44,75,8
CLEC14A,6,8,7,1
SYNE3,698,1010,209,140
WDR25,2834,2704,1603,2443
PNMA1,64,75,32,63
ZDHHC22,0,0,0,0
ACOT4,83,67,23,15
FBXO34,2474,3522,1680,2446
C14orf39,1678,2284,213,56
PACS2,867,734,824,942
KLHL28,1160,1739,787,1258
C14orf28,302,402,173,204
GPHB5,12,15,18,9
ZBTB42,33,25,33,20
TPPP2,0,0,0,0
AKAP5,0,0,0,0
C14orf119,45,59,31,45
SOCS4,519,769,433,605
GPR137C,2425,2907,360,188
EDDM3B,8,12,15,2
EDDM3A,4,8,8,8
GPR135,86,107,86,91
OR6S1,9,6,6,0
TMEM30B,58,132,58,111
RAD51B,30023,39795,16594,30921
HHIPL1,80,100,84,37
TRAPPC6B,401,547,354,476
GLRX5,219,319,156,382
TBPL2,326,403,80,43
RNASE10,103,115,124,30
OR4Q3,37,23,31,4
RGS6,3953,5293,2176,1058
CRIP2,37,25,45,52
MTA1,489,466,626,682
SLC25A21,15786,19170,3495,2389
BEGAIN,121,169,100,48
SYNDIG1L,24,48,51,27
GPR132,92,78,70,56
SETD3,1757,2020,1562,2612
NDUFB1,96,127,65,121
NUDT14,61,64,60,72
ACOT1,0,0,0,0
SIX6,20,20,9,3
PRKD1,7057,4377,1286,334
OR4N5,41,53,55,6
C14orf180,19,19,24,7
BTBD6,0,0,0,0
JAG2,171,233,256,323
TMEM121,18,13,4,6
SIVA1,48,48,37,79
BRF1,1091,782,935,1243
FLRT2,2302,3719,1880,3810
ADSS1,120,97,120,94
TNFAIP2,53,151,81,163
PRPF39,548,965,439,752
KLHL33,152,144,50,7
TEDC1,52,42,74,60
DLK1,21,12,26,2
AHNAK2,296,249,231,460
ZFP36L1,40,65,38,87
GNG2,2474,3579,453,154
CARMIL3,38,39,55,9
SERPINA11,44,55,21,7
ENTPD5,1239,1065,876,1314
HEATR4,935,821,365,456
POTEG,17,9,9,2
COX8C,0,0,0,0
DHRS4L2,298,190,67,50
FANCM,1920,2567,1528,1833
SERPINA5,314,214,52,26
RNASE9,104,107,25,2
FSCB,74,68,7,2
SERPINA3,0,0,0,0
OR4Q2,27,33,30,2
EVL,3559,4187,519,341
IPO4,0,0,0,0
CCDC196,336,322,88,68
TECPR2,2720,2293,2033,3191
STRN3,3432,5041,2490,3746
OR11G2,22,32,72,6
TOMM20L,251,253,125,157
NOP9,38,50,34,34
GMFB,328,690,291,473
DYNC1H1,745,868,548,1159
SLC25A29,196,166,136,197
SERPINA1,297,395,30,112
LRP10,75,40,71,55
DIO3,2,2,9,1
SIPA1L1,12439,16433,9255,18486
MYH6,27,42,48,19
KLHDC1,1016,1119,299,93
ERO1A,854,1603,987,1316
TMEM229B,560,686,318,395
RPS6KL1,261,221,80,64
STYX,1177,1563,900,1196
ATL1,3069,3926,1522,1244
WDHD1,2010,2199,1832,1878
BAZ1A,2379,3561,2152,2962
CALM1,71,153,79,159
TOGARAM1,3458,4271,2393,3415
SMOC1,1372,1875,406,197
CDC42BPB,2102,2350,1444,2749
PNP,281,355,215,94
PAX9,412,622,351,436
CIPC,0,0,0,1
INF2,224,195,278,333
ENSG00000203546,660,670,258,295
EXOC3L4,210,230,77,96
CCDC85C,1391,1440,917,1546
LIN52,3083,3138,2336,4023
ACOT6,114,114,20,3
DPF3,6654,8185,5284,5636
NYNRIN,68,100,42,16
RNASE13,0,0,0,0
DIO2,917,1231,194,353
CRIP1,0,0,0,0
TCL1B,14,17,14,6
SYNJ2BP,0,0,0,0
RPS29,470,491,263,272
LTB4R,47,27,60,29
LTB4R2,0,2,0,0
MDP1,1,5,1,5
IRF9,4,16,6,16
AP1G2,35,61,44,51
ANG,2,1,0,0
GPR33,125,108,21,2
RNF212B,1043,954,215,94
OR4E2,23,39,43,13
PSMB11,2,16,5,1
POTEM,16,4,17,0
TEX22,94,82,66,61
C14orf132,166,216,127,68
RD3L,0,0,0,0
TMEM253,0,0,0,0
PPP1R3E,17,21,7,4
TUNAR,98,121,191,64
CHMP4A,0,0,0,0
RTL1,44,38,54,23
ENSG00000254692,113,140,105,112
NEDD8-MDP1,8,3,7,5
OR10G2,2,1,4,0
OR6J1,119,129,32,21
COA8,0,0,0,0
ENSG00000256500,353,276,154,221
OR11H12,6,3,2,0
ENSG00000257341,6,4,1,1
FNTB,0,0,0,0
SFTA3,1062,1645,152,51
CHURC1,0,0,0,1
RNASE12,0,0,0,0
OR11H2,9,0,1,0
ENSG00000258466,43,44,18,33
SERPINA2,39,52,3,2
BCL2L2-PABPN1,159,241,148,181
SYNJ2BP-COX16,50,52,38,40
ENSG00000258653,12,15,2,10
ENSG00000258691,261,336,209,330
ENSG00000258790,28,29,26,23
OR11H7,2,4,4,1
RNASE4,10,3,24,12
TMEM179,6,29,24,7
ENSG00000258989,3541,5783,1675,3834
ENSG00000259060,196,177,123,24
ENSG00000259066,305,303,202,359
ENSG00000259132,173,141,59,56
ENSG00000259164,300,281,222,196
ENSG00000259171,0,0,0,0
ENSG00000259371,112,94,38,17
THTPA,37,40,28,28
ENSG00000259522,1,1,0,1
ENSG00000259529,4,6,0,4
CCDC177,10,2,9,7
ENSG00000273259,600,693,42,30
OR4E1,2,14,20,7
LBHD2,52,20,12,6
CIROP,24,27,14,2
ENSG00000289503,452,592,168,323
HOMEZ,222,282,136,166
ENSG00000291313,0,0,0,0
AQR,2328,2884,1870,2202
SNX1,876,1079,612,872
PIAS1,4081,6196,2973,4614
APBA2,412,378,543,186
DAPK2,2517,2485,314,135
PSMA4,86,196,102,119
ATOSA,2876,4040,1738,3042
RAD51,670,580,682,555
RASGRF1,2026,2558,872,1029
LTK,57,41,20,8
BTBD1,1043,1417,903,1181
MYO9A,9240,11354,6430,9213
NEO1,4456,5513,3551,4278
STOML1,338,504,177,263
PKM,147,300,127,210
TP53BP1,1750,2028,1190,1539
MEF2A,4809,6985,3320,5323
RORA,3838,4657,2978,1804
NEDD4,4145,6558,3209,5126
PIGB,851,1062,584,725
MAPK6,2430,2901,1149,1698
GNB5,1677,1727,1105,1326
RAB27A,2590,3295,1820,2235
PDE8A,4311,5898,2887,4272
CA12,702,668,279,137
DPP8,1057,1259,840,1023
SLC24A1,567,619,322,262
HACD3,998,1065,784,944
SLC12A1,1740,1344,346,92
TIPIN,354,368,305,354
CHRNA3,215,161,115,80
AP4E1,2293,2996,1617,2421
ZFAND6,2244,3405,1659,2556
PDCD7,173,220,138,202
SPG21,427,418,301,391
TRPM7,1785,2216,1523,1811
TYRO3,338,245,256,204
WDR76,738,726,689,584
CAPN3,5,10,11,6
SNAP23,31,26,17,24
AQP9,0,0,0,0
AAGAB,1296,1961,980,1627
IQCH,6491,7640,3254,4237
LACTB,549,716,353,523
CORO2B,1418,1984,408,219
CSK,271,439,245,282
HERC1,6025,7672,3976,5757
TRIP4,1342,1533,782,1162
MTFMT,619,800,498,605
RASL12,100,95,36,13
AP3B2,108,169,122,44
ACSBG1,476,578,206,87
IGDCC4,164,466,86,35
RAB11A,347,617,259,508
CTSH,503,505,229,213
TTC23,2709,3028,2023,2464
CD276,415,547,341,364
FAH,630,610,465,554
CEMIP,2753,2357,910,905
RPAP1,328,320,289,276
HOMER2,511,839,465,511
EHD4,1145,1727,1122,1449
TMEM87A,992,1332,802,1033
ZNF106,1655,1851,1180,1640
CEP152,1750,2441,1669,1754
ATP8B4,3229,3861,901,252
OCA2,679,684,922,271
DTWD1,747,1058,534,662
TGM5,848,1131,97,72
ENTREP2,881,893,1155,366
GABPB1,2187,2788,1613,2181
TJP1,7003,9367,2751,3502
BMF,350,438,109,64
DMXL2,5801,7790,3965,5351
SCG3,475,459,165,88
DNAJC17,834,825,471,541
EIF3J,247,440,217,393
SPG11,1452,1852,1082,1648
RHOV,8,17,3,14
VPS18,82,86,59,79
OIP5,0,0,0,0
SLC30A4,1030,1177,797,982
BLOC1S6,0,1,0,0
MYEF2,1112,1394,474,455
UBE3A,2660,3998,2325,3190
MESD,782,964,559,724
RCN2,405,522,362,443
CHRNB4,71,52,29,15
EMC4,48,85,46,72
HERC2,2922,2642,2212,2339
SNRPN,294,360,321,137
EIF2AK4,2075,2254,1660,2138
MYO5C,1421,1782,1571,1655
CGNL1,3807,5342,3338,2643
TMOD2,1680,1812,669,398
TTBK2,5657,6905,3719,5475
ELL3,0,0,0,0
CCDC32,530,533,393,390
INO80,2156,2406,1763,2093
ICE2,1418,2121,1214,1712
DLL4,46,57,13,13
ALDH1A2,5466,8229,886,263
MINDY2,2193,3142,1806,2450
IVD,171,163,143,148
KNSTRN,120,176,155,158
DUT,147,205,203,157
CHAC1,19,46,28,32
CLN6,464,593,87,58
ARPP19,499,907,406,633
VPS13C,5517,7650,4375,5906
CALML4,0,0,0,0
ISLR,14,3,6,4
THAP10,0,0,0,0
LOXL1,144,233,48,21
SELENOS,40,68,33,70
CHSY1,2048,2655,1663,2064
SNRPA1,146,253,137,193
MEIS2,6588,8305,4665,6385
DPH6,6402,8853,4101,5930
KATNBL1,1837,2238,1264,1718
EMC7,352,485,262,327
TRPM1,1248,1962,681,642
MTHFS,25,45,25,18
ADAMTS7,217,194,84,39
ABHD17C,2094,2617,1187,1772
IREB2,925,1352,817,1142
ALPK3,1627,2058,166,115
TM6SF1,208,172,110,128
CIB2,199,224,71,31
MAP2K5,7554,8235,5234,7071
UNC13C,5326,3844,2312,587
SQOR,158,187,138,186
CTDSPL2,2375,3221,1843,2595
SLTM,861,1296,719,1163
THBS1,134,124,142,119
MAPKBP1,1002,1347,540,971
NUSAP1,1,1,1,1
NDUFAF1,235,165,169,176
KIF23,459,630,712,574
ITGA11,1213,1744,394,226
KNL1,1583,1663,1407,1529
HAUS2,342,374,321,313
RTF1,1303,1277,843,1144
PARP6,291,321,221,315
RPLP1,10,45,20,35
PAQR5,1425,1685,494,505
LRRC49,5657,7536,3272,4371
TUBGCP4,407,528,423,494
RMDN3,211,295,178,252
ITPKA,92,97,32,18
UACA,3234,4758,2349,3354
SMAD6,939,930,171,67
PLCB2,82,100,34,17
TMEM62,1024,1398,862,1109
PAK6,109,97,76,110
ADAM10,4671,7554,3729,5698
DUOX1,499,529,280,405
SLC28A2,445,319,65,20
STRA6,456,312,55,32
CYP19A1,2269,2008,1737,1266
ZNF280D,859,1219,594,855
SEMA6D,10210,12685,1996,481
BCL2L10,76,53,8,5
RSL24D1,202,419,194,333
SPTBN5,536,391,122,149
GCOM1,492,646,63,22
GCHFR,10,13,7,4
MNS1,662,832,424,619
USP8,1416,1888,1031,1539
SECISBP2L,1413,1966,1039,1338
TMOD3,2201,3180,1514,2466
SPPL2A,1437,1720,1035,1375
GLCE,4019,5427,2239,3347
SHF,373,322,107,36
APH1B,702,681,577,645
